PC1,PC2,Cluster
0.6391215320289232,-1.1920260096449418,1
1.1394461740523885,-1.372605929843878,1
1.197555891798444,-1.5558535826887145,1
0.5724864703810637,-1.5404980251929716,1
0.28892305313579675,-1.5205835761701558,1
0.28218182682900395,-1.4434099245733396,1
0.5533631345298705,-1.3895916527145762,1
0.6121804458413744,-1.2010700180060883,1
0.7918238595418456,1.3763508921789467,1
0.6585266340404691,1.60595882718913,1
0.9750783564500788,1.7248762024274833,1
1.2938667139101154,1.7444406662287548,1
1.8172669161691706,1.8387823714237417,1
2.0101392772656403,1.8870747525688758,1
2.1623867730819173,1.8757701531354938,1
2.250170265168573,1.6970783064729555,1
2.3605849558930445,1.458426588729946,1
2.474898542709389,1.1646716379473885,1
2.816069197252639,0.8717278755449931,1
3.1665517671350556,0.5470400576558243,2
3.574885897096772,0.2148107484989392,2
3.4866583449876454,-0.2009005835850913,2
3.4675411517097077,-0.5588895075361787,2
3.4054933945451333,-0.8612624596145692,2
3.40042038464754,-1.1551992573967458,2
2.8746279077309564,-1.4372923325185742,1
2.228772767179459,-1.5761440364355146,1
2.1222602613763746,-1.6252584079267371,1
2.7151514595524615,-1.5289756948511803,1
2.974105562371587,-1.4165630457545573,1
3.0262732718873675,-1.3109142843134098,1
2.7864732032413952,-1.2530579282107537,1
2.7886413466425233,1.3291149475840884,1
3.597222093257209,1.4990896799640139,2
4.172844123659901,1.7401134719241724,2
4.446367042414196,1.8990788734196993,2
4.176214516505493,2.0337597596228374,2
4.074357228899764,1.9029855332407744,2
4.108597721532283,1.6884342752954293,2
3.6779164709846497,1.3284707890821896,2
3.2984537804017235,1.1772874049207533,2
3.0063162151725202,0.9318649358504296,1
2.994742113576208,0.7329937797117202,1
2.798536830582236,0.3124796821393324,1
2.0731285885501576,-0.19852705496989986,1
1.695696019129683,-0.662649809300723,1
0.8181323422428387,-1.0095028582067451,1
0.4158793333685517,-1.3246149885781573,1
-0.5112234959484246,-1.5217962813490244,1
-0.5105280929200673,-1.581045012095357,1
-0.4201548170599497,-1.5177715377401821,1
0.5683026018801651,-1.4591473330506797,1
0.8373511285511401,-1.4106298172280087,1
1.3140365116181798,-1.267758712142694,1
1.7488727448792618,-1.1082139033264866,1
2.5094270668620258,-0.7990354197395781,1
3.406932998120695,1.7071332672760018,2
3.3338234835742266,1.9628736082539882,2
3.454335556986842,1.9848728018925355,2
3.338643012215172,2.089778938095078,2
3.3547849184694973,1.9457857894076493,2
3.2227993163279676,1.8847986282617966,2
3.0605224865525726,1.6500949895045278,2
3.4841246920934683,1.6118856199228546,2
3.8101816207264054,1.3128329167132167,2
4.261015444760623,1.0767933971666503,2
4.465097338307665,0.6809534005196302,2
4.308735260774045,0.33243094309057236,2
4.477919457826317,-0.08079126462011002,2
4.118725336970002,-0.45618538771000033,2
4.2124145290470505,-0.8090456315497697,2
4.400947685460515,-1.028136275306845,2
5.422908910578649,-1.1164380170235566,2
5.6591588818069205,-1.2909125448585383,2
5.86798584943132,-1.4957828207720276,2
5.166839008277816,-1.5628718788215754,2
5.911565910545047,-1.613455196389389,2
5.898741587554835,-1.6427701940779929,2
4.650913956384801,-1.4650119303578555,2
3.92569918871611,-1.4238158331144772,2
3.378693253721656,1.0649238970077013,2
3.0145234723385586,1.1927184569811402,1
2.630771586149809,1.212167099121755,1
2.584344899915225,1.2500730632433374,1
2.761951411151486,1.5680314063916312,1
3.1825048795723783,1.5671249638248352,2
3.353804546240197,1.5290432556608309,2
2.83128273958954,1.295608844718159,1
2.669000374713877,1.1309078186622274,1
2.5400993944091055,0.9430949229619017,1
2.8715171219055877,0.6852755200810599,1
3.0993770786758974,0.4336935747024383,2
3.230751359074555,0.20449417399086117,2
3.8371944630312336,-0.08754580649622218,2
